job_title,location,salary,company,job_desc 
Technical Business Analyst/ Data Analyst,Melbourne VIC,None,GMT People,"<div id=""jobDescriptionText"" class=""jobsearch-jobDescriptionText""><div><ul><li>Exciting New Opportunity!</li><li>
ASAP Start</li><li>
Agile team</li></ul>
<br>
<p>Our client is a well-known and prestigious University currently seeking a <b>Technical Business Analyst/ Data Analyst</b> to work on a Research Business Solution project.</p>
<p><b>The ideal candidate will have:</b></p>
<ul><li>Strong senior stakeholder management with excellent written/verbal communications</li><li>Experience in liaising with technical staff to provide value to business clients</li><li>Familiarity with data models, data migration, and integration</li><li>Strong requirements analysis/elicitation/specification and workshop facilitation experience</li><li>5+ years’ experience in similar roles</li></ul>
<p>For further details, please contact:</p>
<p>Chris or the GMT People team on 03 8613 9999</p>
<p>Please Note: Only suitable applicants will be contacted.</p></div></div>"
Data Scientist,Victoria,None,Target Australia Pty Ltd,"<div id=""jobDescriptionText"" class=""jobsearch-jobDescriptionText""><p></p><div><div><ul><li>Be part of an iconic Australian business</li>
<li>Great opportunity to drive real change to our business</li>
<li>Real career opportunity with continual development</li>
</ul><h2 class=""jobSectionHeader""><b>Who are We?</b></h2>
<p>At Target, our customers are at the heart of everything we do. Our quality fashion helps families live better by making it easy to love, easy to find and easy to buy online and in-store. We are focused on delivering products that truly excite our customers with quality that endures and making life just a little bit easier for Mum.</p>
<h2 class=""jobSectionHeader""><b>
What will you do?</b></h2>
<p>Target is investing in our data science and analytics capabilities and we are seeking an experienced Data Scientist to join our established and expanding team based at Williams Landing in West Melbourne. This is a new role that will see you working with varied data sets from across the business and dealing with retail transaction, customer, HR, logistics data on a daily basis.</p>
<p>
As a Data Scientist, you will interpret retail business needs and translate them in to appropriate analytical methods and models to deliver the desired business benefits and outcomes.</p>
<p>
We are well resourced and use a varied toolkit; provide analysts/scientists a lot of freedom to work with their preferred tools and master new ones.</p>
<p>
You will be well supported from other data scientists from across the Wesfarmers business along with business translators, visualisation specialists and data engineers that are part of the team.</p>
<p>
Other key responsibilities may include:</p>
<ul>
<li>In consultation with senior data scientists, recommend and implement appropriate analytical approaches to address a business problem.</li>
<li>Participate in use case development</li>
<li>Cultivate relationships with stakeholders to improve understanding and knowledge of analytical techniques and outcomes</li>
<li>Establish and maintain effective relationships with data and BI team members, colleagues across the Wesfarmers businesses and end business users</li>
<li>Lead the Target vision, strategy and values within the team and across the organisation</li>
</ul><h2 class=""jobSectionHeader""><b>What are we looking for?</b></h2>
<p>Our ideal candidate will have experience in a similar analytics role and relevant qualifications. You will have experience in developing analytical solutions utilising R, Python and SQL, the capacity to perform, document and explain regression, forecasting, clustering and decision tree analysis using traditional and/or ML approaches and be passionate about the ability of data and analysis to solve real world business problems.</p>
<p>
But we don’t just look for someone based on their skills and experience, our people work together and champion the Target values and behaviours. We are a business where our values and people matter, and we need like-minded people to join us!</p>
<p><i>
Target values diversity and we pride ourselves on representing the diverse and multicultural communities of which we are a part.
</i></p><p><b>Agencies will only be engaged if required. Please do not contact us or send applicants to us unless requested to by the Recruitment Team.</b></p></div></div></div>"
Data and Business Analyst,Sydney NSW,None,EML,"<div id=""jobDescriptionText"" class=""jobsearch-jobDescriptionText""><div></div><div><div><b>Job no:</b> 500779<br>
<b>Work type:</b> Full Time<br>
<b>Location:</b> Sydney<br>
<b>Categories:</b> Workers Compensation, RTWSS<br>
</div><div><p>Do you have a passion to make a difference and help people get their lives back after injury or illness?</p>
<ul>
<li>Do you have an experience in the <b>workers compensation industry</b> and strong <b>analytical and reporting skills</b>?</li>
<li>Provide support and detailed analysis of claims portfolio and guidewire system</li>
<li>We help people get their lives back on track after a workplace injury</li>
</ul><p>EML is a leading Workers Compensation Insurance company.<i> </i><b>We now have over 2000 employees and are still growing</b><i> </i>which means an amazing and diverse culture with a very high internal promotion rate.</p>
<p><b>
THE OPPORTUNITY</b></p>
<p>
As part of our diverse team <b>based in Sydney CBD </b>, you’ll help make a positive impact on someone’s life every day. You’ll feel great satisfaction knowing your talent and hard work has a purpose.</p>
<p>
You will assist to identify and assess risks by working collaboratively with Senior Managers, and key stakeholders to manage key risks and identify corrective and preventative actions that minimise financial, reputational and operational risks to EML.</p>
<p>
The role requires a collaborative and consultative approach, working with iCare and business leaders to identify critical issues.</p>
<p><b>
YOUR RESPONSIBILITIES</b></p>
<ul>
<li>Providing incisive analysis and making recommendations to enhance and improve current claims management processes, and performance.</li>
<li>Modelling performance and financial outcomes.</li>
<li>Provide assistance to understand claims management practices and emerging experience trends</li>
<li>Make recommendations to enhance and improve current processes for data collation and extraction, monitoring and reporting.</li>
<li>Deliver detailed analysis of portfolio trends, utilizing information to make strategic decisions</li>
</ul><p><b>ABOUT YOU</b></p>
<ul>
<li>Sound knowledge and experience of <b>Workers Compensation Insurance</b></li>
<li>Demonstrated experience in <b>QlikSense / QlikView and SAS</b> highly desirable</li>
<li>Data interpretation and visualisation experience.</li>
<li>Demonstrated ability to work independently as well as in a team</li>
<li>Excellent communication and problem solving skills are a must.</li>
<li>Must have strong <b>analytical/reporting skills</b></li>
<li>Tertiary qualifications in a related discipline is highly desirable</li>
</ul><p><b>WHAT WE OFFER</b></p>
<p><b>
We stand together as equals.</b> EML is an equal opportunity employer so by coming to work for us, you’ll be part of a culture that celebrates diversity and inclusion. We’re committed to maintaining a workplace where everyone feels valued and where we show respect, integrity and honesty.</p>
<p><b><i>
EML provides career opportunities and great employee benefits, including:</i></b></p>
<ul>
<li>Onsite Learning and Development Team</li>
<li>End of Month Celebration Events</li>
<li>17.5% Annual Leave Loading</li>
<li>Free Fruit Boxes</li>
<li>Free Onsite Pilates,Yoga and Fitness Classes</li>
</ul><p>We value our people and are committed to supporting our employees by investing in their professional development and providing generous employee benefits. If this is of interest to you, please or for more information/confidential conversation please contact Mary Norouzifar on 0280713623<b>.</b></p>
</div>
<p><b>Advertised:</b> 10 May 2019 AUS Eastern Standard Time<br>
<b>Applications close:</b> 31 May 2019 AUS Eastern Standard Time</p></div><p></p></div>"
Business Analyst / Data Analyst,Melbourne VIC,$600 - $650 a day,Ignite,"The Role & Opportunity
,You will be working as a business analyst/data analyst within the ICT division of our major client and will be responsible to support the Data Completions processes associated with data entry into our PNI system Spatialnet.
,
,
,
Ideal candidate would have familiarity with PNI environments and are able to work through changes associated with systems and processes whilst working with multiple stakeholders.
,
Data Completions is responsible for entry of physical, logical and address data into the clients Spatial Net PNI system.
,
What's in it for you?
,
,
Interested? If you have the skills and motivation we are looking for, please Apply Now. For more information, please contact Sukanya Mukhopadhyay on 03 8319 7810 or via email Sukanya Mukhopadhyay @ igniteservices.com."
Business Analyst,McKinnon VIC,None,Marshall McAdam,"<div id=""jobDescriptionText"" class=""jobsearch-jobDescriptionText""><div><p><b>You:</b></p><p>
Engaging, confident and passionate about Agile Business Analysis and bridging the gap between technology and the business! You have an analytical mindset and experience working with technical teams to deliver customer facing web solutions.</p><p><b>
The role:</b></p><p>
Working within an agile squad to deliver a new web initiative for the organisation, working closely with the technical teams and the business stakeholders to cement the user stories, user journeys and deliver new exciting customer facing technical solutions.</p><p><b>
The Organisation:</b></p><p>
A well-known household name in the retail space this company are innovating and expanding their organisation.</p><p><b>
Skills and experience needed:</b></p><ul><li>
Experience working as an Agile BA on customer facing websites (ideally retail)</li><li>
Exposure to SCRUM and Kanban</li><li>
Exposure to JIRA</li><li>
Strong written and verbal communication skills; strong ability to articulate complex situations and information clearly</li><li>
Experience of working within Agile and waterfall projects</li><li>
Attention to detail; thorough</li><li>
Disciplined and rigorous in following through on actions</li><li>
Able to work collaboratively and effectively at all levels in an organisation.</li><li>
Solid Business Analyst capabilities, experienced at being the link between IT and business stakeholders</li></ul><p>
If you are interested please click the Apply button or call Richard Green on 03 8399 9312 for a conversation about the role.</p></div></div>"
"Analyst, Business Automation and Integration",Melbourne VIC,None,ANZ Banking Group,"<div id=""jobDescriptionText"" class=""jobsearch-jobDescriptionText""><p></p><div><div><div><b>Analyst, Business Automation and Integration Domain</b></div>
<div></div><div><b>Our purpose?</b></div>
<div></div><div>The <b>Business Automation and Integration Domain’s</b> vision is to work with our customers, partners and within ANZ to create commercially viable, open and innovative services that meet evolving needs and contribute to our growth ambitions. We will radically simplify the customer and banker experience through the automation and simplification of key banking processes.</div><br>
<div></div>
<div>The Document and Knowledge Management Tech area’s mission is to provide the technology platform, services and support that optimises our document and knowledge management platforms, systems and processes to enable digitisation of documents to radically simplify the customer experience. We aim to provide an enterprise and digitised document service to deliver simplified, consolidated systems faster to market for our Customers and Bankers. We drive outcomes that are compliant, stable, repeatable and self-serving.</div><br>
<div></div>
<div>The journey we are embarking on is focused on Digitising Documents and to provide Document as a Service for the enterprise which covers Document Capture, Document Generation, Document Collaboration and Document Management with Enterprise Search capabilities.</div><br>
<div></div>
<div>As an <b>Analyst</b> in Business Automation and Integration Domain,you’ll be working as part of a high performing cross-functional team that focuses on Document and Knowledge Management. You will work to deeply understand the business environment to refine requirements to increase the quality and efficiency of the customer outcome being delivered by the Squad and ensure the stability of systems.</div><br>
<div></div>
<div>For more information about what a day in the life of a Analyst looks like, check out our Analyst Persona or watch this Animation to get an insight in to what a day in their life looks like.</div><br>
<div></div>
<div><b>Who are you?</b></div>
<ul><li><b>A team player </b>– You know we only win if we all win. You recognise and value the different perspectives and skills your colleagues bring. It is not about being a hero but jumping in and contributing to the successful delivery of the team’s mission</li><li><b>
The customer’s biggest fan</b> – You demonstrate a thirst for better understanding the customer and define the problem and develop solutions through their eyes</li><li><b>
Comfortable being uncomfortable</b> – You are comfortable with uncertainty and have the ability to effectively manage yourself through ambiguity and change</li><li><b>
Continuous improvement junkie</b> – You constructively challenge the status quo, look for better ways to do things and passionately advocate continuous improvement</li><li><b>
Committed to your own and other’s growth</b> – You strive to stretch and grow yourself and others by identifying your own development areas, seeking feedback and providing feedback to others to help them learn and grow everyday</li><li><b>
A problem solver </b>– You are energised by tackling complex problems and use critical thinking, your network, skills, knowledge, and available data to drive better outcomes for our customers and the bank</li><li><b>
Risk savvy</b> – You build sustainable solutions that protect customers, stakeholders and the community</li></ul>
<div><b>What you bring to Document and Knowledge Management team as an Analyst?</b></div>
<ul><li>Experience in one or more Analyst roles previously, EG: Process Analyst, System Analyst, Business Analyst, Data Analyst, Operations Analyst</li><li>
Deep domain and system knowledge to turn customer needs into business requirements and workable technology outcomes</li><li>
Experience in translating requirements into user stories and acceptance criteria</li><li>
Demonstrable experience and understanding of agile development practices, JIRA and Confluence, and Git/Bitbucket or similar distributed source-control systems</li><li>
Knowledge of xPression, Filenet, Datacap and Adobe Lifecycle is desirable</li><li>
Experience with continuous integration/delivery, Cloud and Automation. Tooling such as Git/GitHub, Bamboo/Jenkins, splunk, uDeploy, containerisation etc</li><li>
Strong communication and presentation skills</li><li>
A desire to continuously learn new techniques / technologies and bring innovative ideas into the Squad</li><li>
Deliver initiative milestones and “own” the impacts to ensure all changes impact customers and frontline staff in a positive way</li><li>
Has a broad understanding of how to apply New Ways of Working to their role</li></ul>
<div><b>What might a 'day in the life' look like</b></div>
<ul><li>Partnering with the Product Owner, Engineers and other people in your Squad to uncover dependencies and validate boundaries and sequencing of User Stories as well as ensure alignment to value.</li><li>
Collaborates with Product Owners and Engineers to translate business requirements into workable technology outcomes for the Squad</li><li>
Leverage tools for optimal collaboration (across geographies) and knowledge sharing</li><li>
Implements a culture within the Tribe and the Chapter, encouraging best practices around reviews, quality and documentation</li><li>
Building mastery in both the depth and breadth of their capability Design.</li><li>
Creates estimates and continuously reviews demand within the individual Squads</li><li>
Identify opportunities for continuous improvement and implement solutions to perform more effective and efficient analysis</li><li>
Provide ongoing support for the platform as required e.g. problem / incident management</li><li>
Optimize workflow management to ensure traceability back to strategic alignment</li><li>
Verify and validate what is in production (especially after changes)</li></ul>
<div><b>“We work flexibly at ANZ. Talk to us and let us know how this role can be flexible for you.""</b></div><div></div><br>
<div>
To find out more about working at ANZ or to view other opportunities visit www.anz.com/careers. You may apply for this role by visiting <b>ANZ Careers </b>and search for reference number <b>AUS099344</b></div></div></div><div></div></div>"
Data Analyst,Sydney NSW,"$90,000 - $95,000 a year",Digitas,"<div id=""jobDescriptionText"" class=""jobsearch-jobDescriptionText""><p>Digitas is a highly-caffeinated playground where brilliant minds come together to bring bold, award-winning ideas to life.</p><p>The Data &amp; Analysis team uses data-driven insights to fuel strategic growth for clients. We believe that data should never exist in a vacuum; instead, it should be put to work to bring the best ideas and stories to our clients</p><p>To help with this, we’re looking for an outstanding Analyst – someone who has a knack for understanding data and telling the story of why it matters. You’ll learn from the best in the business as you work with the team to bring actionable insights to our clients. Up for it? Read on.</p><p><b>What you’ll do: </b></p><p>As an Analyst, you’ll lay the groundwork and contribute to day-to-day reporting needs for client marketing efforts. You’ll work on brand campaigns, acquisition campaigns, site optimization, and/or online testing strategy.</p><p><b>Day-to-day, your role includes: </b></p><ul><li>Keeping a pulse on day-to-day performance data, including display media, site, search, email, and/or social campaigns</li><li>Working in a variety of reporting systems and databases for the creation of recurring reports and dashboards</li><li>Identifying nuances in data to optimize our clients’ business</li><li>Supporting marketing initiatives across project and campaign lifecycles, including measurement plans, primary and secondary research, audience insights, &amp; performance reporting</li><li>Expanding industry knowledge and relevant skillsets through internal training</li></ul><p><b>We’re looking for strong, impactful work experience, which typically includes: </b></p><ul><li>2-4 years of work experience in a relevant industry</li><li>A college degree</li><li>Passion for digital marketing, eagerness to learn in a constantly-changing space, and a natural curiosity</li><li>Experienced in using Adtech &amp; Martech platforms such as Google, Adobe, Facebook, or Salesforce a plus</li><li>Proficient with Excel and/or other data analysis tools such as SQL or Tableau a plus</li><li>Experienced in producing Audience Insights and strategies</li><li>Comfortable in a fast-paced and deadline-driven environment</li></ul><p>Base Salary Range­ From $90,000 to $95,000 annually.</p><p>This role is seconded to Digitas by Saatchi &amp; Saatchi, both part of the Publicis Groupe Network of agencies.</p><p>Job Type: Full-time</p><p>Salary: $90,000.00 to $95,000.00 /year</p></div>"
Wavemaker | Data Analyst,Sydney NSW,None,Wavemaker,"<div id=""jobDescriptionText"" class=""jobsearch-jobDescriptionText""><div><p><b>Overview of job</b><br>
Wavemaker is an agency of GroupM, the world’s largest media investment company and are a part of WPP. In fact, we are responsible for one in every three ads you see globally. We are currently looking for a Data Analyst to join us. In this role, you will be responsible for helping to drive great data-driven work for our clients. You will play a key role in producing modelling insights for analysis to help drive optimal response to media, liaising with client teams when required and fielding technical questions.</p><p>
The Analytics Associate Manager plays key role in delivering our reporting product and uses their skills to measure marketing effectiveness.<br>
</p><p><b>
Reporting of the role </b>This role reports to: National Head of Technology Platforms<br>
</p><p><b>
3 best things about the job:</b></p><ul><li>
You get to work with some of the biggest businesses in Australia, helping them make sense of their data.</li><li>
Media is constantly evolving and new channels are created all the time e.g. Snapchat, Spotify, Podcasts - it’s never dull!</li><li>
A culture that encourages new thinking as opposed to maintaining the status quo</li></ul><p><br>
<b>
In this role, your goals will be:</b><br>
<b>In three months:
</b></p><ul><li>Managing the day-to-day maintenance and updates of reporting dashboards</li><li>
You will be up to speed on all Group M preferred technology partners by attending training sessions</li></ul><p><b>
In six months:</b></p><ul><li>
Familiarised yourself with Wavemaker product and service offering</li><li>
Earned the trust of client partner teams, having them turn to you for assistance in making their own basic data analysis more meaningful</li><li>
Designed and implemented advanced BI visualisations with tools like Datorama or Tableau
</li><li>Understood the Australian media landscape (for example, channel pros and cons, main players)
</li></ul><p><b>In 12 months:</b></p><ul><li>
Helped improve how execs and assistants in the client partner teams use data in their day to day roles</li><li>
Contributed to our analytics product roadmap - helping drive our product even further</li><li>
Made a key contribution to a new business pitch or two from a data planning point of view</li></ul><p><br>
<b>
What your day job looks like at Wavemaker:</b></p><ul><li>
Develop and maintain reporting solutions for business teams and clients that deliver insights in a timely and accurate fashion. This includes extracting, manipulating, and loading data into dashboard solutions.</li><li>
Contribute to new business pitches when required<ul><li>
This might include presenting, creating content and any other areas requested by senior pitch staff.</li></ul></li><li>
Champion better use of software and technology within Wavemaker<ul><li>
Tools include Tableau, and standard media tools such as Roy Morgan Asteroid</li></ul></li><li>
Promote open, collaborative, supportive and dynamic relationships throughout the agency and the network</li><li>
Build relationships with client analytics teams and key data/tech vendors</li><li>
Respond well to guidance and feedback from line manager</li><li>
Assist the internal training and development of Maxus staff by helping upskill employees in the areas of data and analytics</li><li>
Build relationships with key clients. These are often members of the client’s data teams and/or gatekeepers to business critical data sets.</li><li>
Help build on the agency's reputation for outstanding client service. Ensure delivery against client expectations every time – “under promise/over deliver”</li></ul><p><br>
<b>
What you’ll bring:</b></p><ul><li>
Someone who is numerate and statistically savvy</li><li>
A problem solving mentality</li><li>
Advanced Excel skills</li><li>
Know how to use the likes of Python, VBA, and/or R</li><li>
SQL writing skills</li><li>
Knowledge of Javascript, J Query, html and CSS.</li><li>
Experience designing and deploying reports/dashboards/data visualisation</li><li>
Experience in data analysis, modelling, and design</li><li>
Good statistical and analytical knowledge</li><li>
Strong attention to detail with the ability to document business and technical requirements based on user interviews.</li><li>
Excellent analytical, organization and prioritization skills</li><li>
Communicate complex topics to team through both written and oral communication</li></ul><p></p><br>
<p><b>
More about Wavemaker</b></p><p>
Wavemaker is a billion dollar-revenue next generation agency that sits at the intersection of media, content and technology. We are obsessed with the customer's purchase journey and is what connects our mission directly to our client’s business challenges. We invented WM Momentum, the world's most comprehensive study into how people make purchase decisions and have conducted over 375,000 surveys in 70 markets and across more than 30 categories. We are a business that is powered by the creativity and curiosity of our 8,500 people in 90 countries, united by our PACED values. We are a part of GroupM, WPP’s global media investment management company.</p><p>
For more information, go to www.wavemakerglobal.com</p><p><b>
About Australia
</b></p><p>GroupM Australia takes pride in being a group built on a set of core values that extend to every aspect of our operation. We are committed to providing an empowering workplace that offers opportunities to learn, succeed and grow. We do this through our dedicated in-house training team who tailor our programs for every level of employee in every discipline across the group. GroupM is the largest media investment management company in Australia with 30% market share and over 800 employees. With such a unique culture, GroupM embraces workplace diversity, allowing our employees to bring different ideas and solutions to the workplace.</p></div></div>"
Lead Business Analyst,Melbourne VIC,None,Jetstar AU,"<div id=""jobDescriptionText"" class=""jobsearch-jobDescriptionText""><div><p></p><div><div><b>Location:</b></div> <div><div><div><div>Melbourne,</div> <div>Australia</div>
</div></div></div></div><br>
<div><div><b>Work Type:</b></div> <div><div>Permanent Full Time</div>
</div></div><br>
<div><div><div><ul><li>Advertising closes 28th May</li></ul><p></p><p>
Jetstar thrives on innovation! We are always looking to employ ambitious and proactive professionals to help our business work smarter and more efficiently. You will be encouraged to think innovatively whilst developing and maintaining best practice.</p><p></p><p>
We have an exciting opportunity to join our Technology Portfolio team, under our Jetstar IT team, in a leadership role. The Lead Business Analyst is accountable for the delivery of business analysis capability for the portfolio.</p><p></p><p><b>
The key focus areas for this role are:</b></p><ul><li>Leading the BA work across key digital and paperless initiatives in the airline operations space by:</li></ul>
o Supporting resource planning activities for new and emerging initiatives both during the budget planning cycle and throughout the year as demand changes<br>
o Supporting scoping and planning activities for new initiatives in the portfolio area by extending business analysis leadership<br>
o Ensuring that ongoing project risks and issues within the domain are managed effectively<br>
<ul><li>Uplifting business analysis capability within the portfolio team by:</li></ul>
o Working with other leads in the portfolio to build BA governance standards and methodologies<br>
o Mentoring and training business analysts within the team on BA frameworks and best practices<p></p><p>
To be successful in the role, you will need to bring your years of Business Analysis experience to the table and have an energetic and pragmatic approach, with a strong desire to get work done.</p><p></p><p><b>
Reporting to the Manager, Portfolio Delivery – Engagement &amp; Planning, your main accountabilities will include:</b></p><ul><li>Leading a team of 5-10 Business Analysts to engage/motivate them, enhance their skills and deliver projects across the business</li><li>Development &amp; governance of standards, methodologies, work practices, systems and tools across the Jetstar IT BA community of practice, working with other Leads as required</li><li>Mentoring &amp; training Business Analysts on BA frameworks and best practices</li><li>Providing Business Analysis leadership and execution across assigned initiatives</li><li>Contributing to Jetstar IT PMO continual improvement initiatives</li><li>Effectively working with key business stakeholders, program and project teams to gather requirements &amp; capture business needs</li><li>Ensuring detailed business and / or functional requirements are clearly and accurately documented</li><li>Performing review and validation of high level processes, systems and reporting to ensure full coverage of requirements</li><li>Develop, review and deliver training / self-service material as required in the support of power / end users</li><li>Promoting enhanced networking, integration and collaboration across the Portfolio team, Jetstar IT &amp; the wider business</li><li>Demonstrating high performance through effective delivery capability as measured via Customer Satisfaction Surveys (CSAT)</li><li>Acting as a Senior Analyst for key projects within Group IT PMO as well as driving formal change management processes.</li></ul><p></p><p><b>
To be successful in this role, you will demonstrate the following skills &amp; experience:</b></p><ul><li>Extensive experience working as a Senior or Lead Business Analyst (including line management), with proven delivery experience on projects</li><li>Proven experience leading and mentoring a team of Business Analysts</li><li>Very strong stakeholder management skills</li><li>Understanding of the Software Development Lifecycle</li><li>Experience across system analysis, solution design, key deliverables and traceability, testing, business case development and product validation</li><li>Experience in data and process modelling, system interface analysis, function/technical specs</li><li>Experience in an aviation business is highly regarded</li><li>Excellent communication skills and ability to interact with all levels of the organisation</li><li>Willingness to travel.</li></ul><p></p><p><b><i>
About Us</i></b><br>
<i>The Jetstar Group has airlines in Australia, New Zealand, Singapore, Japan and Vietnam. Since launch in 2004, we have grown from a team of 700 to 7,600 and have flown more than 250 million passengers. Collectively we now offer more than 5000 flights a week to more than 85 destinations in 17 countries and territories across the Asia Pacific region, with a fleet of more than 130 aircraft.</i></p><p></p><p><b><i>
Our Culture</i></b><br>
<i>Jetstar is alive with a sense of adventure. Day in and day out, our teams search for new places to fly, new ways to add value and new ideas to improve performance. If you love the road less travelled, you’ll love working here because ours is a team who innovate every day, thrive on delivery, support each other and celebrate our successes. You’ll be supported to challenge, anticipate and explore while you work will connect people and enrich lives. We encourage diversity and aim to create an environment where our employees feel valued, respected and enabled.</i></p><p></p><p><b><i>
Our Benefits</i></b><br>
<i>Team members have access to heavily discounted fares to destinations all over the world – not only for team members, but for their favourite travel companions too. Our staff travel benefit includes discounts on airfares, accommodation, car hire and travel insurance for both domestic and international travel. Discounts can be used within the Jetstar Group airlines, Qantas and other partner airlines.</i></p></div><p></p><br>
</div></div><p></p><div><div><b>Reference Number:</b></div> <div>R60600</div>
</div><br>
<div><div><b>Contact Details:</b></div>
</div><br>
<div></div><div><div><b>Company:</b></div> <div>Jetstar</div>
</div><br>
<div><div><b>Date Posted:</b></div> <div><div>14/05/2019 5:01:00 PM</div></div></div></div><p></p></div>"
Bureau Data Quality Analyst,Sydney NSW,None,Experian,"<div id=""jobDescriptionText"" class=""jobsearch-jobDescriptionText""><div><div>We're looking to employ a Data Quality Analyst to join our Credit Bureau Team in North Sydney. This is a fantastic entry level/Grad data management opportunity that will really suit an individual that has a passion for technical data management. Join a pinnacle &amp; growing Experian team and develop your skills allowing you to benefit from our amazing long-term development and progression opportunities across Credit Services &amp; Decision Analytics.<br>
<br>
<b>About you</b><br>
<br>
<ul><li>Attention to detail</li><li>Numerical analytical background</li><li>Strong written and verbal communication skills</li><li>Applied logic and reasoning</li><li>Strong interpersonal skills</li><li>Teamwork focus</li></ul><br>
<b>
Essential Duties and Responsibilities</b><br>
</div>
<div><b>Data Quality / Reporting (70%)</b><br>
<ul><li>Daily monitoring of the production environment, reporting on performance to key stakeholders.</li><li>Write and learn code to analyse large amounts of data and assess data quality issues and how to remedy them</li><li>Analyse data and reports to identify any Data Quality issues, trends or value add for clients.</li><li>Investigate and identify measurable improvements to the quality of the database</li><li>Work closely with the wider Data Management team and internal stakeholders to provide short term and long-term solutions for any data quality issues, process improvements or systemic issues</li><li>Produce meaningful monthly reports for internal and external clients</li></ul><br>
<b>
Managing Client/Customer Relationships (5%)</b><br>
<br>
<b>Time Management (10%)</b><br>
<br>
<b>Teamwork (5%)</b><br>
<br>
<b>Personal Development (10%)</b><br>
</div>
<div><ul><li>Relevant university qualification (e.g. Computing, Computer Science, Maths)</li></ul>
<ul><li>Ability to manage multiple tasks</li></ul>
<ul><li>Strong organisational and project management skills</li></ul>
<ul><li>PC literate with some working knowledge of SQL and or SAS Base and IT packages</li></ul>
<ul><li>An inquisitive mind, focused on addressing and solving data and analysis problems</li></ul>
<ul><li>Works well in a team and comfortable attempting tasks on their own</li></ul><br>
<div></div>
<div>
At Experian we offer (but not limited to) a competitive salary and bonus, enhanced superannuation and share schemes, fast-track and exciting career development and fantastic perks and benefits (Your Choices Deal)</div></div></div></div>"
